ProjectCode;BH_ID;Motherhole;HoleType;MaxDepth;DepthFrom;DepthTo;Date;Cr2O3_%;FeO_%;SiO2_%;MgO_%;Al2O3_%;CaO_%;P_%;Au_ICP_ppm;Pt_ICP_ppm;Pd_ICP_ppm;Rh_ICP_ppm;Ir_ICP_ppm;Ru_ICP_ppm;Stratigraphy;Filter
J1105;ZK81;ZK81;borehole;388.6;159.62;159.81;31. Jan 09;33.15;23.36;11.82;9.89;15.10;1.46;0.00;0.01;2.82;1.60;0.79;0.27;0.95;MG3;1
J1107;ZK81;ZK81;borehole;388.6;160.35;161.12;31. Jan 09;31.95;24.78;12.32;9.45;16.73;2.47;0.00;0.01;1.09;0.39;0.32;0.13;0.47;MG3;1
J1111;ZK84;ZK84;borehole;262.65;42.66;42.74;15. Jan 09;22.53;18.05;25.34;12.98;14.15;3.29;0.01;0.01;6.05;0.52;0.31;0.21;0.36;MG3;1
J1112;ZK84;ZK84;borehole;262.65;39.35;39.81;23. Jan 09;34.00;22.37;11.28;9.33;17.64;2.07;0.00;0.01;1.13;0.22;0.21;0.14;0.70;MG3;1
J1104;ZK85;ZK85;borehole;376.75;141.15;141.54;31. Jan 09;35.41;24.39;9.22;9.02;16.08;1.42;0.00;0.01;0.81;0.38;0.24;0.10;0.46;MG3;1
J1105;ZK85;ZK85;borehole;376.75;141.54;143.2;31. Jan 09;31.69;23.22;12.43;9.26;16.27;2.06;0.00;0.01;1.07;0.33;0.27;0.10;0.41;MG3;1
J1095;ZK86;ZK86;borehole;430.6;193.15;194.11;23. Feb 09;30.95;21.75;14.63;9.45;17.14;2.59;0.00;0.01;0.99;0.36;0.26;0.10;0.39;MG3;1
J1095;ZK86;ZK86;borehole;430.6;192.94;193.15;23. Feb 09;33.02;23.77;12.15;9.89;15.37;1.73;0.00;0.01;1.73;0.83;0.43;0.16;0.61;MG3;1
J1483;S100B;S100B;borehole;142.19;45.94;46.17;17. Sep 13;30.12;24.59;15.61;10.80;15.32;2.24;0.00;0.01;0.60;0.32;0.33;0.12;0.46;MG3;1
J1478;S100C;S100C;borehole;143.03;63.45;64.18;17. Sep 13;35.40;25.67;10.16;9.43;14.97;1.76;0.00;0.01;1.90;1.05;0.60;0.21;0.71;MG3;1
J1114;SC34;SC34;borehole;463.7;44.47;44.79;08. Sep 09;40.84;24.53;8.28;10.12;15.59;0.94;0.01;0.01;1.51;0.78;0.49;0.18;0.67;MG3;1
J1475;ZK129;ZK129;borehole;37.93;4.28;4.64;17. Sep 13;27.81;21.49;13.09;7.59;12.80;7.53;0.00;0.01;1.47;0.37;0.23;0.09;0.42;MG3;1
J1486;ZK131;ZK131;borehole;52.01;39.22;39.78;17. Sep 13;35.84;24.98;10.87;10.21;14.61;1.78;0.00;0.01;1.68;0.90;0.66;0.17;0.64;MG3;1
J1486;S100B;S100B;borehole;142.19;43.97;44.1;17. Sep 13;33.61;25.31;12.03;10.02;15.85;1.96;0.00;0.01;1.05;0.49;0.36;0.14;0.56;MG3;1
J1484;S100B;S100B;borehole;142.19;43;43.31;17. Sep 13;37.06;26.04;8.44;9.39;16.30;1.62;0.00;0.01;2.65;1.44;0.83;0.28;0.90;MG3;1
J1485;S100B;S100B;borehole;142.19;43.68;43.86;17. Sep 13;22.36;21.26;26.59;13.99;12.00;2.66;0.00;0.01;0.59;0.28;0.24;0.12;0.40;MG3;1
J1479;EL01;EL01;borehole;37.36;17.74;18;23. Okt 09;29.98;25.99;12.79;8.63;15.27;2.70;0.00;0.01;0.26;0.14;0.11;0.07;0.37;MG4;1
J1478;EL01;EL01;borehole;37.36;16.8;17.64;23. Okt 09;29.01;26.11;14.11;9.05;15.43;2.60;0.00;0.01;0.57;0.21;0.20;0.09;0.41;MG4;1
J1480;EL01;EL01;borehole;37.36;19.87;20.9;23. Okt 09;31.73;25.36;9.83;9.81;16.82;1.83;0.01;0.01;1.33;0.32;0.38;0.17;0.68;MG4;1
J1920;EL027;EL027;borehole;182.14;18.87;20.04;19. Sep 13;33.76;22.98;10.80;9.00;17.90;2.40;0.00;0.01;1.64;0.36;0.36;0.18;0.75;MG4;1
J1926;EL028;EL028;borehole;174.82;18.35;18.8;19. Sep 13;35.49;23.05;9.60;9.30;17.70;1.52;0.00;0.01;0.47;0.10;0.12;0.11;0.49;MG4;1
J1920;EL030;EL030;borehole;209.09;59.56;60.56;19. Sep 13;37.49;25.03;6.20;9.50;18.00;1.31;0.00;0.01;1.70;0.29;0.32;0.18;0.65;MG4;1
J1920;EL032;EL032;borehole;267.2;141.43;142.45;19. Sep 13;33.84;18.80;11.10;14.40;17.40;1.39;0.00;0.01;2.21;0.09;0.22;0.18;0.62;MG4;1
J1926;EL033;EL033;borehole;163.74;22.42;23.6;19. Sep 13;34.41;23.47;9.30;9.50;18.40;1.90;0.01;0.01;1.43;0.28;0.34;0.18;0.71;MG4;1
J1480;EL05;EL05;borehole;57.42;32.86;33.93;23. Okt 09;35.85;29.21;4.09;9.29;16.04;1.83;0.00;0.01;1.66;0.27;0.35;0.17;0.66;MG4;1
J1474;EL09;EL09;borehole;19.48;9.38;10.48;23. Okt 09;36.32;26.65;7.49;9.13;14.74;1.14;0.00;0.01;0.45;0.12;0.17;0.10;0.44;MG4;1
J1475;EL09;EL09;borehole;19.48;10.43;10.88;23. Okt 09;35.80;26.26;8.95;9.27;16.32;0.65;0.00;0.01;2.06;0.19;0.37;0.18;0.64;MG4;1
J1480;EL12;EL12;borehole;19.84;15.57;15.63;03. Sep 13;;;;;;;;0.01;1.90;0.20;0.14;0.10;0.32;MG4;1
J1476;EL12;EL12;borehole;19.84;12.37;13.48;23. Okt 09;31.12;25.53;10.83;9.48;16.84;2.35;0.00;0.01;1.48;0.35;0.39;0.21;0.69;MG4;1
J1929;EL23;EL23;borehole;276.6;119.52;121.69;19. Sep 13;38.99;24.61;5.00;9.50;18.40;1.03;0.00;0.01;2.19;0.38;0.48;0.23;0.81;MG4;1
J1484;MD01;MD01;borehole;48.89;10.64;11.46;17. Sep 13;;;;;;;;0.01;1.07;0.25;0.29;0.14;0.58;MG4;1
J1479;MD01;MD01;borehole;48.89;10.64;11.82;23. Okt 09;30.97;24.66;11.36;10.35;17.03;0.84;0.00;0.01;1.39;0.23;0.27;0.14;0.56;MG4;1
J1923;MD019;MD019;borehole;229.2;70.6;70.85;19. Sep 13;34.26;27.05;9.90;7.60;14.20;2.22;0.00;0.01;2.72;0.15;0.23;0.18;0.57;MG4;1
J1924;MD019;MD019;borehole;229.2;71.1;71.16;19. Sep 13;32.16;28.30;11.30;6.50;14.90;2.56;0.00;0.01;2.60;0.08;0.22;0.16;0.52;MG4;1
J1925;MD019;MD019;borehole;229.2;72.34;72.4;19. Sep 13;24.75;23.33;20.60;8.20;13.80;4.73;0.00;0.01;2.25;0.14;0.21;0.13;0.44;MG4;1
J1920;MD022;MD022;borehole;247.22;77.82;78.61;19. Sep 13;32.95;23.20;11.80;5.80;18.10;3.06;0.00;0.01;1.19;0.24;0.45;0.21;0.83;MG4;1
J1479;MD03;MD03;borehole;25.3;18.41;19.54;23. Okt 09;30.55;24.78;11.38;9.58;17.21;2.22;0.00;0.01;1.27;0.35;0.38;0.18;0.72;MG4;1
J1480;MD03;MD03;borehole;25.3;19.67;19.89;23. Okt 09;34.34;26.68;7.37;9.30;17.75;1.73;0.00;0.01;2.53;0.23;0.27;0.16;0.60;MG4;1
J1478;MD12;MD12;borehole;60.16;53.61;53.88;13. Jan 10;1.86;6.23;56.98;22.45;8.01;5.20;0.10;0.01;2.00;0.20;0.21;0.12;0.48;MG4;1
J1475;MD14;MD14;borehole;56.42;51.07;51.28;17. Sep 13;28.82;22.46;17.52;10.04;13.45;3.37;0.00;0.01;2.91;0.09;0.18;0.14;0.40;MG4;1
J1483;MD15;MD15;borehole;45.88;11.87;13.14;17. Sep 13;32.96;23.63;13.99;9.80;15.10;2.16;0.00;0.01;1.07;0.12;0.19;0.13;0.63;MG4;1
J1525;MD17;MD17;borehole;645.33;315.23;316;17. Sep 13;35.40;37.66;6.11;6.82;12.05;0.56;0.00;0.01;2.62;0.15;0.28;0.20;0.56;MG4;1
J1524;MD17;MD17;borehole;645.33;314.71;314.98;17. Sep 13;38.31;31.67;4.13;7.48;15.78;0.40;0.00;0.01;2.40;0.17;0.30;0.16;0.54;MG4;1
J1495;MD18;MD18;borehole;524.83;355.75;356.26;17. Sep 13;14.71;17.27;35.39;17.85;10.75;2.90;0.00;0.01;1.05;0.27;0.31;0.07;0.28;MG4;1
J1496;MD18;MD18;borehole;524.83;356.5;356.79;17. Sep 13;40.22;26.12;5.33;9.98;17.44;0.89;0.00;0.01;2.19;0.41;0.44;0.23;0.81;MG4;1
J1483;RD16;RD16;borehole;50.32;15.9;16.25;13. Jan 10;36.90;25.73;8.02;8.76;16.18;1.58;0.04;0.01;1.98;0.12;0.18;0.11;0.35;MG4;1
J1482;RD16;RD16;borehole;50.32;14.13;15.66;13. Jan 10;33.26;23.32;15.08;9.86;16.59;1.71;0.04;0.01;1.71;0.21;0.28;0.11;0.59;MG4;1
J1479;S100C;S100C;borehole;143.03;23.76;24.95;17. Sep 13;31.79;23.62;12.98;9.66;18.23;2.57;0.00;0.01;1.33;0.28;0.40;0.18;0.69;MG4;1
J1114;SC05;SC05;borehole;486.04;169.32;170.4;15. Jan 09;34.05;22.90;9.60;9.93;17.66;1.41;0.00;0.01;1.23;0.25;0.29;0.10;0.56;MG4;1
J1113;SC05;SC05;borehole;486.04;167.39;167.95;15. Jan 09;36.14;23.95;10.82;10.13;15.26;1.37;0.00;0.01;0.55;0.18;0.20;0.05;0.34;MG4;1
J1115;SC05;SC05;borehole;486.04;168.11;168.34;15. Jan 09;37.27;26.71;7.64;8.65;15.60;0.84;0.00;0.01;0.28;0.11;0.10;0.04;0.26;MG4;1
J1120;SC06;SC06;borehole;639.35;177.4;178.14;23. Dez 08;36.36;23.57;8.42;9.88;16.85;1.47;0.00;0.01;0.69;0.20;0.26;0.10;0.80;MG4;1
J1121;SC06;SC06;borehole;639.35;178.19;178.3;23. Dez 08;34.50;23.54;9.96;9.89;16.95;1.66;0.00;0.01;1.85;0.49;0.58;0.14;0.73;MG4;1
J1113;SC07;SC07;borehole;593.73;147.2;148.38;01. Jul 08;32.35;22.58;12.95;9.40;17.48;3.06;0.00;0.01;1.28;0.18;0.40;0.19;0.64;MG4;1
J1117;SC08;SC08;borehole;645.05;179.4;179.57;23. Dez 08;25.33;19.03;21.66;12.28;15.86;2.22;0.00;0.01;0.32;0.12;0.09;0.06;0.18;MG4;1
J1118;SC08;SC08;borehole;645.05;179.57;180.81;23. Dez 08;33.28;22.45;11.41;9.48;17.98;1.65;0.00;0.01;1.29;0.24;0.34;0.13;0.41;MG4;1
J1115;SC09;SC09;borehole;648.7;180;181.15;23. Dez 08;36.14;23.65;9.97;9.81;16.75;1.95;0.00;0.01;1.48;0.30;0.41;0.18;0.62;MG4;1
J1118;SC12;SC12;borehole;628.5;170.38;171.61;23. Dez 08;33.74;22.63;11.04;9.14;17.45;2.45;0.00;0.01;1.47;0.30;0.44;0.16;0.57;MG4;1
J1116;SC13;SC13;borehole;666.04;188.94;189.14;23. Dez 08;37.84;24.52;7.17;9.73;16.40;1.11;0.00;0.01;1.01;0.38;0.39;0.35;1.20;MG4;1
J1115;SC13;SC13;borehole;666.04;187.92;188.71;23. Dez 08;29.84;20.62;16.97;10.54;15.93;2.08;0.00;0.01;0.52;0.12;0.15;0.10;0.37;MG4;1
J1117;SC13;SC13;borehole;666.04;189.32;189.68;23. Dez 08;36.01;24.39;7.96;9.65;17.85;0.83;0.00;0.01;2.45;0.39;0.45;0.16;0.60;MG4;1
J1118;SC13;SC13;borehole;666.04;187.43;187.62;23. Feb 09;18.99;16.36;31.13;14.23;13.50;3.55;0.00;0.01;0.25;0.12;0.07;0.07;0.19;MG4;1
J1110;SC14;SC14;borehole;566.8;112.61;113.77;04. Aug 08;36.84;24.36;7.15;9.46;17.51;1.96;0.00;0.01;1.77;0.28;0.34;0.19;0.69;MG4;1
J1123;SC15;SC15;borehole;560.65;87.18;87.54;03. Sep 13;;;;;;;;0.01;0.92;0.21;0.28;0.22;0.73;MG4;1
J1114;SC15;SC15;borehole;560.65;87.18;87.54;23. Dez 08;38.55;25.78;5.64;10.33;16.38;0.93;0.00;0.01;0.92;0.21;0.28;0.22;0.73;MG4;1
J1122;SC16;SC16;borehole;571.35;107.98;109.19;01. Jul 08;36.41;24.19;7.69;9.65;17.42;1.85;0.00;0.01;1.62;0.28;0.38;0.18;0.79;MG4;1
J1126;SC18;SC18;borehole;566.18;90.13;90.59;03. Sep 13;;;;;;;;0.01;0.82;0.19;0.27;0.20;0.91;MG4;1
J1117;SC18;SC18;borehole;566.18;90.13;91.22;23. Dez 08;34.21;24.04;10.21;9.78;18.78;1.42;0.00;0.01;2.12;0.37;0.44;0.14;0.64;MG4;1
J1120;SC19;SC19;borehole;578.94;107.66;108.21;23. Dez 08;37.13;24.11;7.35;9.88;17.13;1.32;0.00;0.01;0.81;0.20;0.27;0.20;0.80;MG4;1
J1121;SC19;SC19;borehole;578.94;108.26;109.06;23. Dez 08;30.98;21.78;13.96;10.51;17.24;2.51;0.00;0.01;2.00;0.29;0.36;0.10;0.40;MG4;1
J1120;SC26;SC26;borehole;559.27;87.33;88.64;07. Feb 09;33.86;22.83;11.12;10.36;17.88;2.91;0.00;0.01;0.73;0.17;0.23;0.17;0.68;MG4;1
J1122;SC26;SC26;borehole;559.27;84.05;85.32;07. Feb 09;35.48;23.23;11.42;9.53;15.81;2.34;0.00;0.01;0.74;0.22;0.21;0.09;0.41;MG4;1
J1098;SC28;SC28;borehole;159.02;74.91;76.35;15. Jan 09;30.63;22.05;11.52;9.75;17.24;0.64;0.00;0.01;1.36;0.28;0.30;0.16;0.59;MG4;1
J1119;SC28A;SC28A;borehole;575.34;77.42;78.62;23. Jan 09;32.77;23.50;10.52;9.89;18.44;1.96;0.00;0.01;1.50;0.29;0.35;0.17;0.58;MG4;1
J1126;SC33;SC33;borehole;520.4;75.82;76.05;19. Sep 13;;;;;;;;0.01;1.53;0.10;0.19;0.15;0.37;MG4;1
J1112;SC33;SC33;borehole;520.4;66.12;67.25;17. Feb 09;32.96;22.69;13.73;9.67;15.24;2.33;0.00;0.01;0.48;0.18;0.16;0.06;0.37;MG4;1
J1113;SC33;SC33;borehole;520.4;69.13;69.28;17. Feb 09;25.07;19.29;22.69;13.84;12.68;1.87;0.00;0.01;0.32;0.14;0.13;0.07;0.25;MG4;1
J1114;SC33;SC33;borehole;520.4;69.28;69.81;17. Feb 09;34.75;23.10;9.86;9.55;17.47;1.06;0.00;0.01;1.50;0.29;0.35;0.15;0.62;MG4;1
J1115;SC33;SC33;borehole;520.4;69.81;70.35;17. Feb 09;33.34;22.60;11.10;9.74;17.48;1.22;0.00;0.01;1.50;0.29;0.35;0.15;0.62;MG4;1
J1116;SC33;SC33;borehole;520.4;75.82;76.05;17. Feb 09;29.49;21.05;14.34;9.55;18.62;2.13;0.00;0.01;1.53;0.10;0.19;0.15;0.37;MG4;1
J1119;SC38;SC38;borehole;467.39;36.33;38.02;23. Jan 09;38.76;25.11;7.47;9.59;15.64;1.30;0.00;0.01;1.33;0.63;0.35;0.14;0.52;MG4;1
J1118;SC38;SC38;borehole;467.39;8.71;8.84;23. Jan 09;30.79;21.79;12.90;9.28;19.19;2.41;0.00;0.01;1.92;0.11;0.21;0.17;0.40;MG4;1
J1119;SC39;SC39;borehole;581.08;106.44;107.57;01. Jul 08;34.01;22.72;10.24;10.17;18.54;2.02;0.00;0.01;1.37;0.26;0.33;0.17;0.70;MG4;1
J1121;SC40;SC40;borehole;564.8;106.05;107.41;23. Dez 08;33.25;22.89;10.88;9.59;17.62;1.97;0.00;0.01;1.50;0.23;0.31;0.16;0.62;MG4;1
J1123;SC40;SC40;borehole;564.8;102.98;104.07;23. Jan 09;34.51;23.23;12.00;9.84;16.00;1.88;0.00;0.01;0.48;0.17;0.15;0.07;0.39;MG4;1
J1120;SC41;SC41;borehole;642.04;174.32;175.53;07. Feb 09;32.12;21.81;14.16;8.81;16.40;2.56;0.00;0.01;0.51;0.16;0.16;0.07;0.39;MG4;1
J1121;SC41;SC41;borehole;642.04;177.33;178.61;07. Feb 09;29.13;20.44;18.09;12.54;13.20;1.67;0.00;0.01;1.28;0.23;0.31;0.16;0.62;MG4;1
J1132;SC42;SC42;borehole;577.5;111.62;112.2;07. Feb 09;36.40;24.89;7.78;9.89;18.09;1.06;0.00;0.01;0.78;0.22;0.31;0.22;1.02;MG4;1
J1131;SC42;SC42;borehole;577.5;112.25;112.85;07. Feb 09;35.99;24.10;9.49;9.56;17.67;1.25;0.00;0.01;2.44;0.46;0.59;0.17;0.82;MG4;1
J1139;SC43;SC43;borehole;652.65;192.37;192.59;07. Feb 09;29.66;22.17;15.76;9.51;17.41;2.11;0.00;0.01;0.41;0.12;0.11;0.09;0.45;MG4;1
J1140;SC43;SC43;borehole;652.65;192.25;192.37;07. Feb 09;21.48;17.78;26.77;13.62;15.51;2.89;0.00;0.01;0.26;0.09;0.06;0.05;0.24;MG4;1
J1137;SC43;SC43;borehole;652.65;193.28;193.84;07. Feb 09;41.61;28.26;2.90;9.59;14.45;0.14;0.00;0.01;1.59;0.32;0.40;0.21;0.90;MG4;1
J1138;SC43;SC43;borehole;652.65;192.81;193.28;07. Feb 09;31.36;22.65;14.57;9.49;17.13;1.90;0.00;0.01;1.59;0.32;0.40;0.21;0.90;MG4;1
J1124;SC45;SC45;borehole;652;168.09;169.44;07. Feb 09;34.89;23.57;8.98;9.93;17.49;1.89;0.00;0.01;1.51;0.27;0.31;0.15;0.58;MG4;1
J1120;SC48;SC48;borehole;505;58.68;59.98;07. Feb 09;35.70;23.27;9.58;9.42;17.76;2.05;0.00;0.01;1.36;0.28;0.29;0.15;0.62;MG4;1
J1121;SC48;SC48;borehole;505;55.6;56.89;07. Feb 09;29.30;20.82;17.21;8.75;17.16;3.29;0.01;0.01;0.43;0.19;0.13;0.06;0.32;MG4;1
J1124;SC51;SC51;borehole;654.74;169.11;169.48;19. Sep 13;;;;;;;;0.01;0.29;0.12;0.11;0.05;0.30;MG4;1
J1116;SC51;SC51;borehole;654.74;171.55;173;23. Jan 09;32.24;24.77;12.21;9.58;17.75;2.28;0.00;0.01;1.29;0.20;0.30;0.16;0.64;MG4;1
J1114;SC51;SC51;borehole;654.74;168.22;169.48;23. Jan 09;33.35;24.21;10.77;10.27;16.00;1.63;0.00;0.01;0.48;0.19;0.17;0.07;0.40;MG4;1
J1140;SC53;SC53;borehole;645;172.86;172.9;20. Sep 13;;;;;;;;0.01;2.47;0.22;0.24;0.14;0.45;MG4;1
J1128;SC53;SC53;borehole;645;170.19;170.9;07. Feb 09;37.50;23.95;8.38;10.50;15.58;0.99;0.00;0.01;0.86;0.23;0.27;0.18;0.72;MG4;1
J1129;SC53;SC53;borehole;645;172.3;172.82;07. Feb 09;35.96;23.70;7.98;9.69;17.84;0.40;0.00;0.01;2.33;0.32;0.40;0.15;0.56;MG4;1
J1127;SC53;SC53;borehole;645;170.03;170.19;07. Feb 09;27.26;20.38;21.81;13.94;12.38;1.02;0.00;0.01;0.31;0.07;0.12;0.06;0.24;MG4;1
J1126;SC53;SC53;borehole;645;167.02;168.04;07. Feb 09;32.38;22.18;14.19;9.81;16.32;0.93;0.00;0.01;0.51;0.20;0.16;0.07;0.37;MG4;1
J1120;SC54;SC54;borehole;525.8;79.72;80.62;20. Sep 13;;;;;;;;0.01;0.51;0.17;0.16;0.06;0.33;MG4;1
J1115;SC54;SC54;borehole;525.8;82.86;84.04;23. Jan 09;34.83;24.04;10.17;10.19;17.45;1.89;0.00;0.01;1.45;0.25;0.32;0.15;0.57;MG4;1
J1114;SC54;SC54;borehole;525.8;79.72;80.95;23. Jan 09;30.91;22.14;15.56;10.00;15.88;2.46;0.00;0.01;0.46;0.16;0.15;0.06;0.31;MG4;1
J1127;SC55;SC55;borehole;532.4;89.45;90.54;23. Jan 09;34.37;24.13;10.08;10.36;17.12;1.71;0.00;0.01;1.37;0.28;0.33;0.17;0.65;MG4;1
J1126;SC55;SC55;borehole;532.4;86.38;86.83;23. Jan 09;32.33;24.11;12.89;9.29;14.59;1.93;0.00;0.01;0.57;0.19;0.17;0.07;0.37;MG4;1
J1116;SC56;SC56;borehole;550.65;107.33;108.35;23. Jan 09;34.78;24.38;9.65;9.89;17.89;1.22;0.00;0.01;1.43;0.25;0.33;0.15;0.60;MG4;1
J1117;SC56;SC56;borehole;550.65;109.25;109.34;23. Jan 09;34.19;24.43;9.74;10.23;18.00;1.79;0.00;0.01;1.16;0.23;0.34;0.21;1.06;MG4;1
J1115;SC56;SC56;borehole;550.65;104.38;105.53;23. Jan 09;33.67;23.23;13.63;9.42;16.18;1.49;0.00;0.01;0.45;0.17;0.16;0.07;0.36;MG4;1
J1129;SC57;SC57;borehole;556.75;86.22;87.99;07. Feb 09;33.23;22.81;10.02;10.37;17.69;2.21;0.00;0.01;1.31;0.24;0.33;0.17;0.68;MG4;1
J1127;SC57;SC57;borehole;556.75;86.12;86.22;07. Feb 09;26.41;19.58;21.32;13.55;14.71;2.05;0.00;0.01;0.37;0.12;0.14;0.07;0.31;MG4;1
J1128;SC57;SC57;borehole;556.75;83.26;84.29;07. Feb 09;35.44;23.55;11.20;10.40;16.04;2.13;0.00;0.01;0.45;0.19;0.16;0.06;0.34;MG4;1
J1119;SC58;SC58;borehole;619.75;171.95;173.12;17. Feb 09;35.34;23.32;9.65;9.47;17.49;1.67;0.00;0.02;1.39;0.24;0.33;0.17;0.64;MG4;1
J1120;SC58;SC58;borehole;619.75;179.32;179.48;17. Feb 09;31.91;22.38;12.46;9.57;18.60;2.33;0.00;0.01;1.63;0.14;0.22;0.18;0.41;MG4;1
J1118;SC58;SC58;borehole;619.75;168.95;170.04;17. Feb 09;35.08;23.32;12.55;10.18;15.37;1.93;0.00;0.01;0.49;0.19;0.17;0.07;0.39;MG4;1
J1113;SC61;SC61;borehole;331.75;56.15;57.24;23. Jan 09;32.42;22.86;15.38;10.01;15.26;2.03;0.00;0.01;0.56;0.19;0.19;0.07;0.38;MG4;1
J1110;SC61;SC61;borehole;331.75;66.31;66.52;23. Jan 09;30.99;22.01;13.26;9.00;18.75;2.45;0.00;0.01;1.56;0.18;0.21;0.17;0.39;MG4;1
J1111;SC61;SC61;borehole;331.75;59.99;60.54;23. Jan 09;35.41;20.96;8.10;7.56;15.24;1.10;0.00;0.01;1.55;0.34;0.39;0.18;0.72;MG4;1
J1119;SC63;SC63;borehole;333.75;56.79;58.19;17. Sep 13;35.23;25.48;9.47;9.64;17.28;1.79;0.00;0.01;1.27;0.30;0.38;0.19;0.68;MG4;1
J1106;SC63;SC63;borehole;333.75;53.58;54.91;23. Jan 09;32.94;22.64;13.66;10.41;15.60;1.49;0.00;0.01;0.54;0.21;0.18;0.08;0.38;MG4;1
J1131;SC66;SC66;borehole;622.75;140.58;140.74;31. Jan 09;21.76;18.21;25.54;14.76;13.88;2.07;0.00;0.01;0.27;0.09;0.09;0.05;0.21;MG4;1
J1128;SC66;SC66;borehole;622.75;149.13;149.37;31. Jan 09;31.42;22.59;12.38;9.34;18.14;2.38;0.00;0.01;1.22;0.15;0.22;0.18;0.41;MG4;1
J1129;SC66;SC66;borehole;622.75;137.29;138.25;31. Jan 09;30.17;21.91;15.70;8.87;16.98;2.74;0.00;0.01;0.50;0.19;0.16;0.06;0.36;MG4;1
J1133;SC66;SC66;borehole;622.75;144.56;144.64;31. Jan 09;26.25;19.02;19.86;7.74;19.45;4.45;0.00;0.01;1.61;0.17;0.17;0.11;0.31;MG4;1
J1134;SC66;SC66;borehole;622.75;148.53;148.68;31. Jan 09;31.88;23.43;14.32;11.41;18.89;1.74;0.00;0.01;1.50;0.16;0.20;0.16;0.35;MG4;1
J1132;SC66;SC66;borehole;622.75;140.76;141.9;31. Jan 09;33.84;23.36;10.42;9.96;17.24;1.51;0.00;0.01;1.49;0.28;0.33;0.16;0.68;MG4;1
J1130;SC66;SC66;borehole;622.75;138.33;138.63;31. Jan 09;29.23;21.65;17.46;10.60;15.66;2.25;0.00;0.01;0.28;0.10;0.10;0.05;0.29;MG4;1
J1118;SC67;SC67;borehole;508.75;35.31;35.92;31. Jan 09;34.48;23.49;9.57;9.76;17.51;1.40;0.00;0.01;2.33;0.33;0.40;0.14;0.53;MG4;1
J1116;SC67;SC67;borehole;508.75;32.4;32.67;31. Jan 09;36.32;24.94;8.63;9.95;16.09;1.21;0.00;0.01;0.31;0.12;0.11;0.05;0.32;MG4;1
J1121;SC67;SC67;borehole;508.75;42.28;42.4;23. Feb 09;31.89;22.89;11.69;10.00;19.10;2.37;0.00;0.01;1.83;0.16;0.22;0.16;0.45;MG4;1
J1115;SC67;SC67;borehole;508.75;31.63;32.37;31. Jan 09;35.64;24.24;9.96;9.44;15.40;1.06;0.00;0.01;0.66;0.25;0.20;0.07;0.42;MG4;1
J1117;SC67;SC67;borehole;508.75;34.54;35.23;31. Jan 09;24.26;19.03;22.45;14.74;13.26;1.77;0.00;0.01;0.83;0.20;0.26;0.15;0.66;MG4;1
J1119;SC67;SC67;borehole;508.75;38.59;38.63;31. Jan 09;29.63;20.99;15.78;9.50;18.05;3.19;0.00;0.01;1.68;0.18;0.23;0.12;0.44;MG4;1
J1134;SC68;SC68;borehole;588.2;126.06;126.89;20. Sep 13;;;;;;;;0.01;0.61;0.24;0.20;0.09;0.46;MG4;1
J1126;SC68;SC68;borehole;588.2;131.23;131.29;31. Jan 09;31.05;22.45;13.92;10.38;18.02;2.64;0.00;0.01;1.31;0.10;0.16;0.07;0.26;MG4;1
J1127;SC68;SC68;borehole;588.2;131.75;131.8;31. Jan 09;30.23;22.16;14.68;10.50;17.99;2.88;0.00;0.01;1.04;0.17;0.16;0.06;0.32;MG4;1
J1125;SC68;SC68;borehole;588.2;136.59;136.71;31. Jan 09;31.66;26.83;11.84;9.44;17.85;1.69;0.00;0.01;1.63;0.15;0.16;0.15;0.36;MG4;1
J1124;SC68;SC68;borehole;588.2;129.33;130.53;31. Jan 09;48.75;18.11;4.19;14.45;17.03;0.23;0.00;0.01;1.52;0.31;0.37;0.19;0.70;MG4;1
J1123;SC68;SC68;borehole;588.2;126.06;127.25;31. Jan 09;35.50;23.78;12.00;9.86;15.12;1.61;0.00;0.01;0.54;0.22;0.18;0.09;0.44;MG4;1
J1108;SC69;SC69;borehole;325.46;44.6;45.12;31. Jan 09;33.92;22.85;11.05;10.29;16.90;1.63;0.00;0.01;2.05;0.42;0.42;0.16;0.56;MG4;1
J1106;SC69;SC69;borehole;325.46;41.14;42.12;31. Jan 09;34.02;23.09;12.43;11.46;14.84;1.59;0.00;0.01;0.44;0.19;0.16;0.07;0.37;MG4;1
J1109;SC69;SC69;borehole;325.46;51.53;51.63;31. Jan 09;32.23;22.46;11.53;9.77;18.08;2.00;0.00;0.01;1.84;0.19;0.21;0.19;0.47;MG4;1
J1107;SC69;SC69;borehole;325.46;43.74;44.53;31. Jan 09;25.71;20.04;22.64;15.67;12.81;2.06;0.00;0.01;0.81;0.19;0.28;0.23;0.89;MG4;1
J1123;SC71;SC71;borehole;334.75;39.67;39.71;23. Jan 09;34.63;24.93;12.71;9.79;13.59;1.39;0.00;0.01;0.99;0.35;0.33;0.10;0.41;MG4;1
J1121;SC71;SC71;borehole;334.75;39.8;40.6;23. Jan 09;35.63;23.85;10.68;9.27;15.83;1.60;0.00;0.01;0.56;0.22;0.20;0.09;0.42;MG4;1
J1124;SC71;SC71;borehole;334.75;43.47;44.12;23. Jan 09;31.29;22.69;12.68;9.35;17.50;2.25;0.00;0.04;1.57;0.28;0.38;0.19;0.67;MG4;1
